impl,kernel,B,T,D,N,mean_ms,median_ms,p95_ms,std_ms,min_ms,max_ms
B1_naive,depth_attention_naive,4,512,1024,8,3.530865069187712,3.5309579980093986,3.572624991647899,0.03108413219947442,3.4564580128062516,3.64137499127537
B3_two_phase,phase1_interblock,4,512,1024,8,7.656348868913483,7.653124994249083,7.759750005789101,0.06624917087448914,7.518208003602922,7.823499996447936
B1_naive,depth_attention_naive,4,512,1024,16,6.879418360185809,6.876604486024007,6.9488750013988465,0.0416414133122151,6.803291995311156,7.014292001258582
B3_two_phase,phase1_interblock,4,512,1024,16,14.72153378155781,14.756708493223414,14.838875009445474,0.10631209957514262,14.45745798991993,15.030959009891376
B3_two_phase,phase2_ref,4,512,1024,,0.7337696486501954,0.7255839882418513,0.8012499893084168,0.06885058120559899,0.6352920026984066,1.2944999907631427
B4_fused,phase2_fused,4,512,1024,,0.4582983799627982,0.43812500371132046,0.4958749923389405,0.08273067015104547,0.41950002196244895,1.2087500072084367
B1_naive,depth_attention_naive,4,512,2048,4,3.52242791937897,3.5200834972783923,3.561958990758285,0.025504893553897064,3.4720419789664447,3.631583007518202
B3_two_phase,phase1_interblock,4,512,2048,4,7.58904215937946,7.587812491692603,7.6688340050168335,0.05553558204693879,7.452875026501715,7.713333994615823
B1_naive,depth_attention_naive,4,512,2048,8,6.955165920371655,6.953937510843389,7.0374999777413905,0.041335627013117736,6.8912910064682364,7.053375011309981
B3_two_phase,phase1_interblock,4,512,2048,8,15.402484679652844,15.388187486678362,15.6717500067316,0.18148183333785708,15.0444159808103,16.343833005521446
B1_naive,depth_attention_naive,4,512,2048,16,13.557483820186462,13.550562493037432,13.647374988067895,0.06264562516068306,13.451374979922548,13.875208009267226
B3_two_phase,phase1_interblock,4,512,2048,16,29.736851358611602,29.736583499470726,29.86245899228379,0.10723545429043384,29.158207995351404,30.012582981726155
B3_two_phase,phase2_ref,4,512,2048,,1.4210113100125454,1.3924380036769435,1.5630839916411787,0.10841425773230376,1.3134159962646663,2.2835410200059414
B4_fused,phase2_fused,4,512,2048,,0.9721459107822739,0.9316249925177544,1.2920419976580888,0.1614890766411608,0.8367089903913438,1.7390410066582263
